/raid/home/automatants/peytevin_pau/Can-t-Stop/env/lib/python3.10/site-packages/gymnasium/envs/registration.py:487: UserWarning: [33mWARN: The environment creator metadata doesn't include `render_modes`, contains: ['render.modes'][0m
  logger.warn(
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1755550275/ppo_cant_stop_0
---------------------------------
| rollout/           |          |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.5        |
|    ep_rew_mean          | 64.8        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 302         |
|    time_elapsed         | 1313        |
|    total_timesteps      | 2621440     |
| train/                  |             |
|    approx_kl            | 0.020923981 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.475      |
|    explained_variance   | 0.311       |
|    learning_rate        | 0.0003      |
|    loss                 | 73.2        |
|    n_updates            | 12790       |
|    policy_gradient_loss | -0.023      |
|    value_loss           | 251         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.9        |
|    ep_rew_mean          | 67.8        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 303         |
|    time_elapsed         | 1317        |
|    total_timesteps      | 2623488     |
| train/                  |             |
|    approx_kl            | 0.017924115 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.488      |
|    explained_variance   | 0.29        |
|    learning_rate        | 0.0003      |
|    loss                 | 103         |
|    n_updates            | 12800       |
|    policy_gradient_loss | -0.0187     |
|    value_loss           | 316         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34          |
|    ep_rew_mean          | 65.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 304         |
|    time_elapsed         | 1322        |
|    total_timesteps      | 2625536     |
| train/                  |             |
|    approx_kl            | 0.015286811 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.474      |
|    explained_variance   | 0.335       |
|    learning_rate        | 0.0003      |
|    loss                 | 149         |
|    n_updates            | 12810       |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 312         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 63.2        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 305         |
|    time_elapsed         | 1326        |
|    total_timesteps      | 2627584     |
| train/                  |             |
|    approx_kl            | 0.015947752 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.467      |
|    explained_variance   | 0.347       |
|    learning_rate        | 0.0003      |
|    loss                 | 82.6        |
|    n_updates            | 12820       |
|    policy_gradient_loss | -0.0216     |
|    value_loss           | 402         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.9        |
|    ep_rew_mean          | 61.2        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 306         |
|    time_elapsed         | 1330        |
|    total_timesteps      | 2629632     |
| train/                  |             |
|    approx_kl            | 0.017354937 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.475      |
|    explained_variance   | 0.323       |
|    learning_rate        | 0.0003      |
|    loss                 | 127         |
|    n_updates            | 12830       |
|    policy_gradient_loss | -0.0211     |
|    value_loss           | 379         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34          |
|    ep_rew_mean          | 66.5        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 307         |
|    time_elapsed         | 1335        |
|    total_timesteps      | 2631680     |
| train/                  |             |
|    approx_kl            | 0.021861618 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.489      |
|    explained_variance   | 0.282       |
|    learning_rate        | 0.0003      |
|    loss                 | 136         |
|    n_updates            | 12840       |
|    policy_gradient_loss | -0.0228     |
|    value_loss           | 312         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.6        |
|    ep_rew_mean          | 63.3        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 308         |
|    time_elapsed         | 1339        |
|    total_timesteps      | 2633728     |
| train/                  |             |
|    approx_kl            | 0.015683167 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.491      |
|    explained_variance   | 0.434       |
|    learning_rate        | 0.0003      |
|    loss                 | 126         |
|    n_updates            | 12850       |
|    policy_gradient_loss | -0.0192     |
|    value_loss           | 323         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.6        |
|    ep_rew_mean          | 59.3        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 309         |
|    time_elapsed         | 1344        |
|    total_timesteps      | 2635776     |
| train/                  |             |
|    approx_kl            | 0.019091649 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.492      |
|    explained_variance   | 0.27        |
|    learning_rate        | 0.0003      |
|    loss                 | 97.3        |
|    n_updates            | 12860       |
|    policy_gradient_loss | -0.0207     |
|    value_loss           | 300         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.4        |
|    ep_rew_mean          | 63.1        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 310         |
|    time_elapsed         | 1348        |
|    total_timesteps      | 2637824     |
| train/                  |             |
|    approx_kl            | 0.019230904 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.486      |
|    explained_variance   | 0.3         |
|    learning_rate        | 0.0003      |
|    loss                 | 136         |
|    n_updates            | 12870       |
|    policy_gradient_loss | -0.0212     |
|    value_loss           | 324         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.4        |
|    ep_rew_mean          | 68.6        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 311         |
|    time_elapsed         | 1352        |
|    total_timesteps      | 2639872     |
| train/                  |             |
|    approx_kl            | 0.016762653 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.486      |
|    explained_variance   | 0.403       |
|    learning_rate        | 0.0003      |
|    loss                 | 136         |
|    n_updates            | 12880       |
|    policy_gradient_loss | -0.0198     |
|    value_loss           | 298         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.7        |
|    ep_rew_mean          | 62.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 312         |
|    time_elapsed         | 1357        |
|    total_timesteps      | 2641920     |
| train/                  |             |
|    approx_kl            | 0.017476436 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.488      |
|    explained_variance   | 0.313       |
|    learning_rate        | 0.0003      |
|    loss                 | 97.6        |
|    n_updates            | 12890       |
|    policy_gradient_loss | -0.0215     |
|    value_loss           | 338         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.8        |
|    ep_rew_mean          | 67.7        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 313         |
|    time_elapsed         | 1361        |
|    total_timesteps      | 2643968     |
| train/                  |             |
|    approx_kl            | 0.020530336 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.504      |
|    explained_variance   | 0.281       |
|    learning_rate        | 0.0003      |
|    loss                 | 111         |
|    n_updates            | 12900       |
|    policy_gradient_loss | -0.0186     |
|    value_loss           | 306         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 36.2       |
|    ep_rew_mean          | 66.7       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 314        |
|    time_elapsed         | 1365       |
|    total_timesteps      | 2646016    |
| train/                  |            |
|    approx_kl            | 0.01903588 |
|    clip_fraction        | 0.146      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.483     |
|    explained_variance   | 0.349      |
|    learning_rate        | 0.0003     |
|    loss                 | 90.1       |
|    n_updates            | 12910      |
|    policy_gradient_loss | -0.0238    |
|    value_loss           | 278        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.9        |
|    ep_rew_mean          | 65.1        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 315         |
|    time_elapsed         | 1370        |
|    total_timesteps      | 2648064     |
| train/                  |             |
|    approx_kl            | 0.017334223 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.464      |
|    explained_variance   | 0.269       |
|    learning_rate        | 0.0003      |
|    loss                 | 162         |
|    n_updates            | 12920       |
|    policy_gradient_loss | -0.0225     |
|    value_loss           | 332         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.4        |
|    ep_rew_mean          | 64.5        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 316         |
|    time_elapsed         | 1374        |
|    total_timesteps      | 2650112     |
| train/                  |             |
|    approx_kl            | 0.020010626 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.477      |
|    explained_variance   | 0.317       |
|    learning_rate        | 0.0003      |
|    loss                 | 121         |
|    n_updates            | 12930       |
|    policy_gradient_loss | -0.0222     |
|    value_loss           | 294         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.5        |
|    ep_rew_mean          | 60.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 317         |
|    time_elapsed         | 1378        |
|    total_timesteps      | 2652160     |
| train/                  |             |
|    approx_kl            | 0.015328774 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.454      |
|    explained_variance   | 0.26        |
|    learning_rate        | 0.0003      |
|    loss                 | 115         |
|    n_updates            | 12940       |
|    policy_gradient_loss | -0.0202     |
|    value_loss           | 300         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.8        |
|    ep_rew_mean          | 55.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 318         |
|    time_elapsed         | 1383        |
|    total_timesteps      | 2654208     |
| train/                  |             |
|    approx_kl            | 0.016791308 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.458      |
|    explained_variance   | 0.271       |
|    learning_rate        | 0.0003      |
|    loss                 | 123         |
|    n_updates            | 12950       |
|    policy_gradient_loss | -0.0225     |
|    value_loss           | 326         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 63.1        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 319         |
|    time_elapsed         | 1387        |
|    total_timesteps      | 2656256     |
| train/                  |             |
|    approx_kl            | 0.028326826 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.47       |
|    explained_variance   | 0.306       |
|    learning_rate        | 0.0003      |
|    loss                 | 98.6        |
|    n_updates            | 12960       |
|    policy_gradient_loss | -0.0229     |
|    value_loss           | 275         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 73.6        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 320         |
|    time_elapsed         | 1392        |
|    total_timesteps      | 2658304     |
| train/                  |             |
|    approx_kl            | 0.020798942 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.475      |
|    explained_variance   | 0.219       |
|    learning_rate        | 0.0003      |
|    loss                 | 122         |
|    n_updates            | 12970       |
|    policy_gradient_loss | -0.0201     |
|    value_loss           | 307         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 77          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 321         |
|    time_elapsed         | 1396        |
|    total_timesteps      | 2660352     |
| train/                  |             |
|    approx_kl            | 0.013871167 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.455      |
|    explained_variance   | 0.338       |
|    learning_rate        | 0.0003      |
|    loss                 | 119         |
|    n_updates            | 12980       |
|    policy_gradient_loss | -0.021      |
|    value_loss           | 300         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 35.4       |
|    ep_rew_mean          | 76.8       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 322        |
|    time_elapsed         | 1400       |
|    total_timesteps      | 2662400    |
| train/                  |            |
|    approx_kl            | 0.01976205 |
|    clip_fraction        | 0.123      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.478     |
|    explained_variance   | 0.387      |
|    learning_rate        | 0.0003     |
|    loss                 | 118        |
|    n_updates            | 12990      |
|    policy_gradient_loss | -0.0198    |
|    value_loss           | 284        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.2        |
|    ep_rew_mean          | 73.6        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 323         |
|    time_elapsed         | 1405        |
|    total_timesteps      | 2664448     |
| train/                  |             |
|    approx_kl            | 0.018397322 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.462      |
|    explained_variance   | 0.482       |
|    learning_rate        | 0.0003      |
|    loss                 | 99.4        |
|    n_updates            | 13000       |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 352         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.5        |
|    ep_rew_mean          | 68.3        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 324         |
|    time_elapsed         | 1409        |
|    total_timesteps      | 2666496     |
| train/                  |             |
|    approx_kl            | 0.020597441 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.471      |
|    explained_variance   | 0.3         |
|    learning_rate        | 0.0003      |
|    loss                 | 123         |
|    n_updates            | 13010       |
|    policy_gradient_loss | -0.017      |
|    value_loss           | 379         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.8        |
|    ep_rew_mean          | 76.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 325         |
|    time_elapsed         | 1413        |
|    total_timesteps      | 2668544     |
| train/                  |             |
|    approx_kl            | 0.020736631 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.445      |
|    explained_variance   | 0.315       |
|    learning_rate        | 0.0003      |
|    loss                 | 139         |
|    n_updates            | 13020       |
|    policy_gradient_loss | -0.0192     |
|    value_loss           | 406         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34          |
|    ep_rew_mean          | 63.5        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 326         |
|    time_elapsed         | 1418        |
|    total_timesteps      | 2670592     |
| train/                  |             |
|    approx_kl            | 0.016929884 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.427      |
|    explained_variance   | 0.43        |
|    learning_rate        | 0.0003      |
|    loss                 | 113         |
|    n_updates            | 13030       |
|    policy_gradient_loss | -0.0182     |
|    value_loss           | 314         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.9        |
|    ep_rew_mean          | 69.7        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 327         |
|    time_elapsed         | 1422        |
|    total_timesteps      | 2672640     |
| train/                  |             |
|    approx_kl            | 0.017642435 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.458      |
|    explained_variance   | 0.394       |
|    learning_rate        | 0.0003      |
|    loss                 | 179         |
|    n_updates            | 13040       |
|    policy_gradient_loss | -0.0227     |
|    value_loss           | 393         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.2        |
|    ep_rew_mean          | 73          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 328         |
|    time_elapsed         | 1427        |
|    total_timesteps      | 2674688     |
| train/                  |             |
|    approx_kl            | 0.018799143 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.448      |
|    explained_variance   | 0.3         |
|    learning_rate        | 0.0003      |
|    loss                 | 78.2        |
|    n_updates            | 13050       |
|    policy_gradient_loss | -0.0225     |
|    value_loss           | 278         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.9        |
|    ep_rew_mean          | 76          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 329         |
|    time_elapsed         | 1431        |
|    total_timesteps      | 2676736     |
| train/                  |             |
|    approx_kl            | 0.024510436 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.475      |
|    explained_variance   | 0.435       |
|    learning_rate        | 0.0003      |
|    loss                 | 127         |
|    n_updates            | 13060       |
|    policy_gradient_loss | -0.0213     |
|    value_loss           | 312         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.1        |
|    ep_rew_mean          | 76.9        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 330         |
|    time_elapsed         | 1435        |
|    total_timesteps      | 2678784     |
| train/                  |             |
|    approx_kl            | 0.018994085 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.459      |
|    explained_variance   | 0.422       |
|    learning_rate        | 0.0003      |
|    loss                 | 170         |
|    n_updates            | 13070       |
|    policy_gradient_loss | -0.0202     |
|    value_loss           | 260         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.7        |
|    ep_rew_mean          | 71.6        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 331         |
|    time_elapsed         | 1440        |
|    total_timesteps      | 2680832     |
| train/                  |             |
|    approx_kl            | 0.016719356 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.447      |
|    explained_variance   | 0.372       |
|    learning_rate        | 0.0003      |
|    loss                 | 93.6        |
|    n_updates            | 13080       |
|    policy_gradient_loss | -0.0202     |
|    value_loss           | 285         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 32.4        |
|    ep_rew_mean          | 58          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 332         |
|    time_elapsed         | 1444        |
|    total_timesteps      | 2682880     |
| train/                  |             |
|    approx_kl            | 0.020036444 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.447      |
|    explained_variance   | 0.423       |
|    learning_rate        | 0.0003      |
|    loss                 | 117         |
|    n_updates            | 13090       |
|    policy_gradient_loss | -0.0208     |
|    value_loss           | 309         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.2        |
|    ep_rew_mean          | 65          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 333         |
|    time_elapsed         | 1448        |
|    total_timesteps      | 2684928     |
| train/                  |             |
|    approx_kl            | 0.026288997 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.499      |
|    explained_variance   | 0.22        |
|    learning_rate        | 0.0003      |
|    loss                 | 89.3        |
|    n_updates            | 13100       |
|    policy_gradient_loss | -0.0227     |
|    value_loss           | 274         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.9        |
|    ep_rew_mean          | 62.9        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 334         |
|    time_elapsed         | 1453        |
|    total_timesteps      | 2686976     |
| train/                  |             |
|    approx_kl            | 0.020873463 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.477      |
|    explained_variance   | 0.302       |
|    learning_rate        | 0.0003      |
|    loss                 | 117         |
|    n_updates            | 13110       |
|    policy_gradient_loss | -0.0245     |
|    value_loss           | 363         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 35.4       |
|    ep_rew_mean          | 68         |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 335        |
|    time_elapsed         | 1457       |
|    total_timesteps      | 2689024    |
| train/                  |            |
|    approx_kl            | 0.01851397 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.464     |
|    explained_variance   | 0.346      |
|    learning_rate        | 0.0003     |
|    loss                 | 106        |
|    n_updates            | 13120      |
|    policy_gradient_loss | -0.0232    |
|    value_loss           | 308        |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 34.2       |
|    ep_rew_mean          | 67.4       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 336        |
|    time_elapsed         | 1462       |
|    total_timesteps      | 2691072    |
| train/                  |            |
|    approx_kl            | 0.02109712 |
|    clip_fraction        | 0.137      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.456     |
|    explained_variance   | 0.351      |
|    learning_rate        | 0.0003     |
|    loss                 | 91.1       |
|    n_updates            | 13130      |
|    policy_gradient_loss | -0.02      |
|    value_loss           | 320        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 34.3        |
|    ep_rew_mean          | 72.5        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 337         |
|    time_elapsed         | 1466        |
|    total_timesteps      | 2693120     |
| train/                  |             |
|    approx_kl            | 0.022899155 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.484      |
|    explained_variance   | 0.123       |
|    learning_rate        | 0.0003      |
|    loss                 | 96.2        |
|    n_updates            | 13140       |
|    policy_gradient_loss | -0.0244     |
|    value_loss           | 313         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.9        |
|    ep_rew_mean          | 76          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 338         |
|    time_elapsed         | 1470        |
|    total_timesteps      | 2695168     |
| train/                  |             |
|    approx_kl            | 0.020040352 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.451      |
|    explained_variance   | 0.207       |
|    learning_rate        | 0.0003      |
|    loss                 | 80.2        |
|    n_updates            | 13150       |
|    policy_gradient_loss | -0.0227     |
|    value_loss           | 269         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.7        |
|    ep_rew_mean          | 72.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 339         |
|    time_elapsed         | 1475        |
|    total_timesteps      | 2697216     |
| train/                  |             |
|    approx_kl            | 0.022233468 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.454      |
|    explained_variance   | 0.335       |
|    learning_rate        | 0.0003      |
|    loss                 | 77.8        |
|    n_updates            | 13160       |
|    policy_gradient_loss | -0.0248     |
|    value_loss           | 234         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.8        |
|    ep_rew_mean          | 71          |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 340         |
|    time_elapsed         | 1479        |
|    total_timesteps      | 2699264     |
| train/                  |             |
|    approx_kl            | 0.019012772 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.44       |
|    explained_variance   | 0.286       |
|    learning_rate        | 0.0003      |
|    loss                 | 86.6        |
|    n_updates            | 13170       |
|    policy_gradient_loss | -0.0203     |
|    value_loss           | 225         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 34.8       |
|    ep_rew_mean          | 71         |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 341        |
|    time_elapsed         | 1483       |
|    total_timesteps      | 2701312    |
| train/                  |            |
|    approx_kl            | 0.02370463 |
|    clip_fraction        | 0.156      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.466     |
|    explained_variance   | 0.173      |
|    learning_rate        | 0.0003     |
|    loss                 | 78.1       |
|    n_updates            | 13180      |
|    policy_gradient_loss | -0.0231    |
|    value_loss           | 198        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 36.3        |
|    ep_rew_mean          | 79.8        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 342         |
|    time_elapsed         | 1488        |
|    total_timesteps      | 2703360     |
| train/                  |             |
|    approx_kl            | 0.020072434 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.455      |
|    explained_variance   | 0.264       |
|    learning_rate        | 0.0003      |
|    loss                 | 109         |
|    n_updates            | 13190       |
|    policy_gradient_loss | -0.0247     |
|    value_loss           | 342         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 35.8        |
|    ep_rew_mean          | 76.8        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 343         |
|    time_elapsed         | 1492        |
|    total_timesteps      | 2705408     |
| train/                  |             |
|    approx_kl            | 0.017629476 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.448      |
|    explained_variance   | 0.425       |
|    learning_rate        | 0.0003      |
|    loss                 | 82          |
|    n_updates            | 13200       |
|    policy_gradient_loss | -0.0219     |
|    value_loss           | 286         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 34.7       |
|    ep_rew_mean          | 74.8       |
| time/                   |            |
|    fps                  | 470        |
|    iterations           | 344        |
|    time_elapsed         | 1496       |
|    total_timesteps      | 2707456    |
| train/                  |            |
|    approx_kl            | 0.01427903 |
|    clip_fraction        | 0.111      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.445     |
|    explained_variance   | 0.416      |
|    learning_rate        | 0.0003     |
|    loss                 | 119        |
|    n_updates            | 13210      |
|    policy_gradient_loss | -0.0189    |
|    value_loss           | 324        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.9        |
|    ep_rew_mean          | 70.6        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 345         |
|    time_elapsed         | 1501        |
|    total_timesteps      | 2709504     |
| train/                  |             |
|    approx_kl            | 0.016464788 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.432      |
|    explained_variance   | 0.379       |
|    learning_rate        | 0.0003      |
|    loss                 | 153         |
|    n_updates            | 13220       |
|    policy_gradient_loss | -0.0194     |
|    value_loss           | 291         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.6        |
|    ep_rew_mean          | 71.4        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 346         |
|    time_elapsed         | 1505        |
|    total_timesteps      | 2711552     |
| train/                  |             |
|    approx_kl            | 0.020125922 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.453      |
|    explained_variance   | 0.294       |
|    learning_rate        | 0.0003      |
|    loss                 | 126         |
|    n_updates            | 13230       |
|    policy_gradient_loss | -0.0221     |
|    value_loss           | 320         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.6        |
|    ep_rew_mean          | 70.7        |
| time/                   |             |
|    fps                  | 470         |
|    iterations           | 347         |
|    time_elapsed         | 1509        |
|    total_timesteps      | 2713600     |
| train/                  |             |
|    approx_kl            | 0.019913156 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.451      |
|    explained_variance   | 0.223       |
|    learning_rate        | 0.0003      |
|    loss                 | 146         |
|    n_updates            | 13240       |
|    policy_gradient_loss | -0.0214     |
|    value_loss           | 381         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 30.3       |
