Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
|    iterations           | 453           |
|    time_elapsed         | 2057          |
|    total_timesteps      | 1929216       |
| train/                  |               |
|    approx_kl            | 0.00031837513 |
|    clip_fraction        | 4.88e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.736        |
|    explained_variance   | 0.389         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.94e+03      |
|    n_updates            | 9410          |
|    policy_gradient_loss | -0.00167      |
|    value_loss           | 8.36e+03      |
-------------------------------------------
[HB] 1930000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 9            |
| rollout/                |              |
|    ep_len_mean          | 39.6         |
|    ep_rew_mean          | -79.1        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 454          |
|    time_elapsed         | 2062         |
|    total_timesteps      | 1931264      |
| train/                  |              |
|    approx_kl            | 0.0011325532 |
|    clip_fraction        | 0.00225      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.746       |
|    explained_variance   | 0.2          |
|    learning_rate        | 0.0003       |
|    loss                 | 4.09e+03     |
|    n_updates            | 9420         |
|    policy_gradient_loss | -0.00258     |
|    value_loss           | 9.2e+03      |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 21           |
| rollout/                |              |
|    ep_len_mean          | 39           |
|    ep_rew_mean          | -53.6        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 455          |
|    time_elapsed         | 2066         |
|    total_timesteps      | 1933312      |
| train/                  |              |
|    approx_kl            | 0.0016924436 |
|    clip_fraction        | 0.00293      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.733       |
|    explained_variance   | 0.311        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.03e+03     |
|    n_updates            | 9430         |
|    policy_gradient_loss | -0.00277     |
|    value_loss           | 1.04e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.7         |
|    ep_rew_mean          | -16.9        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 456          |
|    time_elapsed         | 2071         |
|    total_timesteps      | 1935360      |
| train/                  |              |
|    approx_kl            | 0.0014519354 |
|    clip_fraction        | 0.00176      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.746       |
|    explained_variance   | 0.137        |
|    learning_rate        | 0.0003       |
|    loss                 | 5e+03        |
|    n_updates            | 9440         |
|    policy_gradient_loss | -0.0023      |
|    value_loss           | 9.11e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 12           |
| rollout/                |              |
|    ep_len_mean          | 37.5         |
|    ep_rew_mean          | -37.4        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 457          |
|    time_elapsed         | 2075         |
|    total_timesteps      | 1937408      |
| train/                  |              |
|    approx_kl            | 0.0015902855 |
|    clip_fraction        | 0.00757      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.766       |
|    explained_variance   | 0.161        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.61e+03     |
|    n_updates            | 9450         |
|    policy_gradient_loss | -0.0028      |
|    value_loss           | 1.19e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -89.3        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 458          |
|    time_elapsed         | 2080         |
|    total_timesteps      | 1939456      |
| train/                  |              |
|    approx_kl            | 0.0007329803 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.73        |
|    explained_variance   | 0.182        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.07e+03     |
|    n_updates            | 9460         |
|    policy_gradient_loss | -0.00228     |
|    value_loss           | 1.2e+04      |
------------------------------------------
[HB] 1940000 steps...
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 15          |
| rollout/                |             |
|    ep_len_mean          | 37.6        |
|    ep_rew_mean          | -41.2       |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 459         |
|    time_elapsed         | 2084        |
|    total_timesteps      | 1941504     |
| train/                  |             |
|    approx_kl            | 0.001086418 |
|    clip_fraction        | 0.00181     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.735      |
|    explained_variance   | 0.235       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.22e+03    |
|    n_updates            | 9470        |
|    policy_gradient_loss | -0.00247    |
|    value_loss           | 1.19e+04    |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 9            |
| rollout/                |              |
|    ep_len_mean          | 38.1         |
|    ep_rew_mean          | -31.8        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 460          |
|    time_elapsed         | 2089         |
|    total_timesteps      | 1943552      |
| train/                  |              |
|    approx_kl            | 0.0010112769 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.731       |
|    explained_variance   | 0.213        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.15e+03     |
|    n_updates            | 9480         |
|    policy_gradient_loss | -0.00289     |
|    value_loss           | 9.56e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 38.1         |
|    ep_rew_mean          | -38.7        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 461          |
|    time_elapsed         | 2093         |
|    total_timesteps      | 1945600      |
| train/                  |              |
|    approx_kl            | 0.0013369507 |
|    clip_fraction        | 0.00498      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.754       |
|    explained_variance   | 0.332        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.79e+03     |
|    n_updates            | 9490         |
|    policy_gradient_loss | -0.0028      |
|    value_loss           | 8.15e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 38.8          |
|    ep_rew_mean          | -92.8         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 462           |
|    time_elapsed         | 2098          |
|    total_timesteps      | 1947648       |
| train/                  |               |
|    approx_kl            | 0.00079618185 |
|    clip_fraction        | 0.000732      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.749        |
|    explained_variance   | 0.0298        |
|    learning_rate        | 0.0003        |
|    loss                 | 3.19e+03      |
|    n_updates            | 9500          |
|    policy_gradient_loss | -0.00266      |
|    value_loss           | 8.2e+03       |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 18           |
| rollout/                |              |
|    ep_len_mean          | 39.3         |
|    ep_rew_mean          | -84.3        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 463          |
|    time_elapsed         | 2102         |
|    total_timesteps      | 1949696      |
| train/                  |              |
|    approx_kl            | 0.0025204993 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.754       |
|    explained_variance   | 0.174        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.03e+03     |
|    n_updates            | 9510         |
|    policy_gradient_loss | -0.00436     |
|    value_loss           | 1.18e+04     |
------------------------------------------
[HB] 1950000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 38.6         |
|    ep_rew_mean          | -49          |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 464          |
|    time_elapsed         | 2107         |
|    total_timesteps      | 1951744      |
| train/                  |              |
|    approx_kl            | 0.0014850325 |
|    clip_fraction        | 0.00415      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.767       |
|    explained_variance   | 0.252        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.35e+03     |
|    n_updates            | 9520         |
|    policy_gradient_loss | -0.00292     |
|    value_loss           | 9.51e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 38.3         |
|    ep_rew_mean          | -49.4        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 465          |
|    time_elapsed         | 2111         |
|    total_timesteps      | 1953792      |
| train/                  |              |
|    approx_kl            | 0.0013079654 |
|    clip_fraction        | 0.00103      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.744       |
|    explained_variance   | 0.248        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.99e+03     |
|    n_updates            | 9530         |
|    policy_gradient_loss | -0.00275     |
|    value_loss           | 1.07e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 39.2          |
|    ep_rew_mean          | -78.7         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 466           |
|    time_elapsed         | 2116          |
|    total_timesteps      | 1955840       |
| train/                  |               |
|    approx_kl            | 0.00078241376 |
|    clip_fraction        | 9.77e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.728        |
|    explained_variance   | 0.32          |
|    learning_rate        | 0.0003        |
|    loss                 | 6.53e+03      |
|    n_updates            | 9540          |
|    policy_gradient_loss | -0.00131      |
|    value_loss           | 1.24e+04      |
-------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 12          |
| rollout/                |             |
|    ep_len_mean          | 38.9        |
|    ep_rew_mean          | -44.3       |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 467         |
|    time_elapsed         | 2121        |
|    total_timesteps      | 1957888     |
| train/                  |             |
|    approx_kl            | 0.002012318 |
|    clip_fraction        | 0.00645     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.738      |
|    explained_variance   | 0.225       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.06e+03    |
|    n_updates            | 9550        |
|    policy_gradient_loss | -0.00336    |
|    value_loss           | 1.07e+04    |
-----------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 38.2         |
|    ep_rew_mean          | -12.4        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 468          |
|    time_elapsed         | 2125         |
|    total_timesteps      | 1959936      |
| train/                  |              |
|    approx_kl            | 0.0017453154 |
|    clip_fraction        | 0.00215      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.731       |
|    explained_variance   | 0.339        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.71e+03     |
|    n_updates            | 9560         |
|    policy_gradient_loss | -0.00301     |
|    value_loss           | 9.31e+03     |
------------------------------------------
[HB] 1960000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | 20.9         |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 469          |
|    time_elapsed         | 2130         |
|    total_timesteps      | 1961984      |
| train/                  |              |
|    approx_kl            | 0.0008809354 |
|    clip_fraction        | 0.000928     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.737       |
|    explained_variance   | 0.134        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.72e+03     |
|    n_updates            | 9570         |
|    policy_gradient_loss | -0.00234     |
|    value_loss           | 8.56e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 37.7         |
|    ep_rew_mean          | 7.36         |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 470          |
|    time_elapsed         | 2134         |
|    total_timesteps      | 1964032      |
| train/                  |              |
|    approx_kl            | 0.0007309248 |
|    clip_fraction        | 0.000586     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.729       |
|    explained_variance   | 0.217        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.42e+03     |
|    n_updates            | 9580         |
|    policy_gradient_loss | -0.00325     |
|    value_loss           | 8.51e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 10           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -78.2        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 471          |
|    time_elapsed         | 2139         |
|    total_timesteps      | 1966080      |
| train/                  |              |
|    approx_kl            | 0.0019999733 |
|    clip_fraction        | 0.00757      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.728       |
|    explained_variance   | 0.0362       |
|    learning_rate        | 0.0003       |
|    loss                 | 3.11e+03     |
|    n_updates            | 9590         |
|    policy_gradient_loss | -0.00345     |
|    value_loss           | 1.06e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 20           |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -74.5        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 472          |
|    time_elapsed         | 2143         |
|    total_timesteps      | 1968128      |
| train/                  |              |
|    approx_kl            | 0.0001882432 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.73        |
|    explained_variance   | 0.0994       |
|    learning_rate        | 0.0003       |
|    loss                 | 6.23e+03     |
|    n_updates            | 9600         |
|    policy_gradient_loss | -0.00121     |
|    value_loss           | 1.27e+04     |
------------------------------------------
[HB] 1970000 steps...
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 11          |
| rollout/                |             |
|    ep_len_mean          | 38.3        |
|    ep_rew_mean          | -72         |
| time/                   |             |
|    fps                  | 450         |
|    iterations           | 473         |
|    time_elapsed         | 2148        |
|    total_timesteps      | 1970176     |
| train/                  |             |
|    approx_kl            | 0.002419028 |
|    clip_fraction        | 0.00967     |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.701      |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.49e+03    |
|    n_updates            | 9610        |
|    policy_gradient_loss | -0.00364    |
|    value_loss           | 1.19e+04    |
-----------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 37.7          |
|    ep_rew_mean          | -77.5         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 474           |
|    time_elapsed         | 2153          |
|    total_timesteps      | 1972224       |
| train/                  |               |
|    approx_kl            | 0.00062188425 |
|    clip_fraction        | 0.000146      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.692        |
|    explained_variance   | 0.154         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.95e+03      |
|    n_updates            | 9620          |
|    policy_gradient_loss | -0.00169      |
|    value_loss           | 9.96e+03      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 38.4          |
|    ep_rew_mean          | -57.1         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 475           |
|    time_elapsed         | 2157          |
|    total_timesteps      | 1974272       |
| train/                  |               |
|    approx_kl            | 0.00047840306 |
|    clip_fraction        | 4.88e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.702        |
|    explained_variance   | 0.335         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.87e+03      |
|    n_updates            | 9630          |
|    policy_gradient_loss | -0.00152      |
|    value_loss           | 9.82e+03      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 12           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -29          |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 476          |
|    time_elapsed         | 2162         |
|    total_timesteps      | 1976320      |
| train/                  |              |
|    approx_kl            | 0.0015531462 |
|    clip_fraction        | 0.00137      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.695       |
|    explained_variance   | 0.259        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.72e+03     |
|    n_updates            | 9640         |
|    policy_gradient_loss | -0.00261     |
|    value_loss           | 9.74e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | -23.8        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 477          |
|    time_elapsed         | 2166         |
|    total_timesteps      | 1978368      |
| train/                  |              |
|    approx_kl            | 0.0004891813 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.689       |
|    explained_variance   | 0.198        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.98e+03     |
|    n_updates            | 9650         |
|    policy_gradient_loss | -0.00157     |
|    value_loss           | 9.14e+03     |
------------------------------------------
[HB] 1980000 steps...
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 11            |
| rollout/                |               |
|    ep_len_mean          | 38.4          |
|    ep_rew_mean          | -47.1         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 478           |
|    time_elapsed         | 2171          |
|    total_timesteps      | 1980416       |
| train/                  |               |
|    approx_kl            | 0.00050409243 |
|    clip_fraction        | 0.000342      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.685        |
|    explained_variance   | 0.251         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.11e+03      |
|    n_updates            | 9660          |
|    policy_gradient_loss | -0.00169      |
|    value_loss           | 1.05e+04      |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 12           |
| rollout/                |              |
|    ep_len_mean          | 39.6         |
|    ep_rew_mean          | -37.1        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 479          |
|    time_elapsed         | 2175         |
|    total_timesteps      | 1982464      |
| train/                  |              |
|    approx_kl            | 0.0017543198 |
|    clip_fraction        | 0.00552      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.676       |
|    explained_variance   | 0.282        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.94e+03     |
|    n_updates            | 9670         |
|    policy_gradient_loss | -0.00263     |
|    value_loss           | 1.29e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 16            |
| rollout/                |               |
|    ep_len_mean          | 39.7          |
|    ep_rew_mean          | -60.1         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 480           |
|    time_elapsed         | 2180          |
|    total_timesteps      | 1984512       |
| train/                  |               |
|    approx_kl            | 0.00090543914 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.691        |
|    explained_variance   | 0.225         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.67e+03      |
|    n_updates            | 9680          |
|    policy_gradient_loss | -0.0019       |
|    value_loss           | 1.2e+04       |
-------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 20           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -58.2        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 481          |
|    time_elapsed         | 2184         |
|    total_timesteps      | 1986560      |
| train/                  |              |
|    approx_kl            | 0.0023362618 |
|    clip_fraction        | 0.0117       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.692       |
|    explained_variance   | 0.0936       |
|    learning_rate        | 0.0003       |
|    loss                 | 4.56e+03     |
|    n_updates            | 9690         |
|    policy_gradient_loss | -0.00336     |
|    value_loss           | 1.17e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -58.2        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 482          |
|    time_elapsed         | 2189         |
|    total_timesteps      | 1988608      |
| train/                  |              |
|    approx_kl            | 0.0018576115 |
|    clip_fraction        | 0.00776      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.693       |
|    explained_variance   | 0.195        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.83e+03     |
|    n_updates            | 9700         |
|    policy_gradient_loss | -0.00338     |
|    value_loss           | 1.08e+04     |
------------------------------------------
[HB] 1990000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 38.8         |
|    ep_rew_mean          | -46.1        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 483          |
|    time_elapsed         | 2193         |
|    total_timesteps      | 1990656      |
| train/                  |              |
|    approx_kl            | 0.0012634329 |
|    clip_fraction        | 0.00229      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.694       |
|    explained_variance   | 0.345        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.75e+03     |
|    n_updates            | 9710         |
|    policy_gradient_loss | -0.00294     |
|    value_loss           | 9.23e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 23           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -71.8        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 484          |
|    time_elapsed         | 2198         |
|    total_timesteps      | 1992704      |
| train/                  |              |
|    approx_kl            | 0.0010168261 |
|    clip_fraction        | 0.00234      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.68        |
|    explained_variance   | 0.371        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.61e+03     |
|    n_updates            | 9720         |
|    policy_gradient_loss | -0.00242     |
|    value_loss           | 7.32e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 17           |
| rollout/                |              |
|    ep_len_mean          | 38.5         |
|    ep_rew_mean          | -53.7        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 485          |
|    time_elapsed         | 2203         |
|    total_timesteps      | 1994752      |
| train/                  |              |
|    approx_kl            | 0.0010500541 |
|    clip_fraction        | 0.00151      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.683       |
|    explained_variance   | 0.359        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.62e+03     |
|    n_updates            | 9730         |
|    policy_gradient_loss | -0.00234     |
|    value_loss           | 1.03e+04     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 16           |
| rollout/                |              |
|    ep_len_mean          | 38.2         |
|    ep_rew_mean          | -73.4        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 486          |
|    time_elapsed         | 2207         |
|    total_timesteps      | 1996800      |
| train/                  |              |
|    approx_kl            | 0.0005610198 |
|    clip_fraction        | 0.000244     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.677       |
|    explained_variance   | 0.315        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.67e+03     |
|    n_updates            | 9740         |
|    policy_gradient_loss | -0.00192     |
|    value_loss           | 7.71e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 13           |
| rollout/                |              |
|    ep_len_mean          | 38           |
|    ep_rew_mean          | -92.6        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 487          |
|    time_elapsed         | 2211         |
|    total_timesteps      | 1998848      |
| train/                  |              |
|    approx_kl            | 0.0002966202 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.665       |
|    explained_variance   | 0.207        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.94e+03     |
|    n_updates            | 9750         |
|    policy_gradient_loss | -0.00183     |
|    value_loss           | 1.13e+04     |
------------------------------------------
[HB] 2000000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 15           |
| rollout/                |              |
|    ep_len_mean          | 39.1         |
|    ep_rew_mean          | -95.8        |
| time/                   |              |
|    fps                  | 450          |
|    iterations           | 488          |
|    time_elapsed         | 2216         |
|    total_timesteps      | 2000896      |
| train/                  |              |
|    approx_kl            | 0.0003040955 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.666       |
|    explained_variance   | 0.207        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.18e+03     |
|    n_updates            | 9760         |
|    policy_gradient_loss | -0.00223     |
|    value_loss           | 9.46e+03     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 14            |
| rollout/                |               |
|    ep_len_mean          | 38.1          |
|    ep_rew_mean          | -52.3         |
| time/                   |               |
|    fps                  | 450           |
|    iterations           | 489           |
|    time_elapsed         | 2221          |
|    total_timesteps      | 2002944       |
| train/                  |               |
|    approx_kl            | 0.00093957444 |
|    clip_fraction        | 0.00195       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.668        |
|    explained_variance   | 0.195         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.82e+03      |
|    n_updates            | 9770          |
|    policy_gradient_loss | -0.00211      |
|    value_loss           | 9.16e+03      |
-------------------------------------------
 100% ━━━━━━━━━━━━━━━━━━━━ 1,001,472/1,000,000  [ 0:36:58 < 0:00:00 , 463 it/s ]
Modèle PPO entraîné et sauvegardé.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
|    max_turn_per_episode | 16       |
| rollout/                |          |
|    ep_len_mean          | 38.9     |
|    ep_rew_mean          | -48.9    |
| time/                   |          |
|    fps                  | 617      |
|    iterations           | 1        |
|    time_elapsed         | 3        |
|    total_timesteps      | 2004992  |
--------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 14           |
| rollout/                |              |
|    ep_len_mean          | 39.1         |
|    ep_rew_mean          | -54.1        |
| time/                   |              |
|    fps                  | 520          |
|    iterations           | 2            |
|    time_elapsed         | 7            |
|    total_timesteps      | 2007040      |
| train/                  |              |
|    approx_kl            | 0.0003247279 |
|    clip_fraction        | 4.88e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.664       |
|    explained_variance   | 0.177        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.27e+03     |
|    n_updates            | 9790         |
|    policy_gradient_loss | -0.00186     |
|    value_loss           | 1.02e+04     |
------------------------------------------
-----------------------------------------
| custom/                 |             |
|    max_turn_per_episode | 12          |
| rollout/                |             |
|    ep_len_mean          | 37.2        |
|    ep_rew_mean          | -26.4       |
| time/                   |             |
|    fps                  | 493         |
|    iterations           | 3           |
|    time_elapsed         | 12          |
|    total_timesteps      | 2009088     |
| train/                  |             |
|    approx_kl            | 0.002112593 |
|    clip_fraction        | 0.0109      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.662      |
|    explained_variance   | 0.0589      |
|    learning_rate        | 0.0003      |
|    loss                 | 3.85e+03    |
|    n_updates            | 9800        |
|    policy_gradient_loss | -0.00396    |
|    value_loss           | 7.81e+03    |
-----------------------------------------
[HB] 2010000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 8            |
| rollout/                |              |
|    ep_len_mean          | 37.6         |
|    ep_rew_mean          | -71.4        |
| time/                   |              |
|    fps                  | 482          |
|    iterations           | 4            |
|    time_elapsed         | 16           |
|    total_timesteps      | 2011136      |
| train/                  |              |
|    approx_kl            | 0.0010531872 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.657       |
|    explained_variance   | 0.222        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.71e+03     |
|    n_updates            | 9810         |
|    policy_gradient_loss | -0.00238     |
|    value_loss           | 7.85e+03     |
------------------------------------------
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 7            |
| rollout/                |              |
|    ep_len_mean          | 38.4         |
|    ep_rew_mean          | -40.4        |
| time/                   |              |
|    fps                  | 474          |
|    iterations           | 5            |
|    time_elapsed         | 21           |
|    total_timesteps      | 2013184      |
| train/                  |              |
|    approx_kl            | 0.0014435572 |
